1	1
128	128
157	157
186	186
214	214
243	243
243	48
272	272
272	390
272	391
272	393
300	300
300	107
33	33
33	32
359	359
388	388
416	416
416	230
67	67
96	96
96	98
10	10
129	129
158	158
158	229
187	187
244	244
273	273
273	274
273	280
301	301
301	302
301	117
330	330
36	36
389	389
417	417
68	68
97	97
100	100
13	13
159	159
188	188
216	216
245	245
245	116
331	331
360	360
39	39
418	418
418	212
69	69
101	101
101	320
101	93
130	130
16	16
189	189
217	217
246	246
246	118
246	384
275	275
275	204
303	303
332	332
332	112
361	361
419	419
419	215
7	7
99	99
102	102
102	3
102	192
102	344
131	131
160	160
19	19
218	218
218	121
247	247
247	257
276	276
304	304
333	333
362	362
42	42
70	70
103	103
103	250
132	132
161	161
190	190
190	73
219	219
219	400
248	248
277	277
305	305
334	334
363	363
392	392
420	420
71	71
104	104
104	173
133	133
162	162
162	374
191	191
22	22
249	249
249	404
278	278
278	405
306	306
335	335
364	364
43	43
72	72
105	105
134	134
163	163
163	58
220	220
141	141
170	170
170	27
2	2
228	228
286	286
314	314
343	343
51	51
80	80
80	81
113	113
171	171
20	20
258	258
287	287
315	315
373	373
401	401
401	267
52	52
114	114
172	172
23	23
288	288
316	316
345	345
402	402
402	354
53	53
82	82
82	84
82	323
82	83
115	115
144	144
201	201
26	26
289	289
317	317
317	299
346	346
375	375
54	54
145	145
174	174
202	202
231	231
260	260
29	29
318	318
347	347
376	376
55	55
146	146
203	203
232	232
261	261
290	290
319	319
348	348
377	377
377	235
56	56
85	85
176	176
233	233
291	291
349	349
378	378
57	57
86	86
119	119
177	177
234	234
35	35
379	379
357	357
386	386
65	65
94	94
127	127
156	156
185	185
242	242
271	271
30	30
329	329
358	358
387	387
415	415
415	205
415	292
66	66
95	95
25	25
25	372
25	147
25	9
279	279
307	307
307	308
336	336
365	365
394	394
394	206
394	213
394	175
44	44
106	106
135	135
164	164
164	413
164	350
193	193
221	221
28	28
337	337
366	366
395	395
395	268
45	45
74	74
136	136
136	259
165	165
194	194
222	222
251	251
309	309
309	298
309	270
309	283
309	294
309	295
309	297
338	338
367	367
396	396
396	262
46	46
75	75
108	108
137	137
166	166
195	195
223	223
252	252
281	281
31	31
339	339
368	368
397	397
397	381
47	47
76	76
109	109
138	138
167	167
196	196
224	224
224	403
253	253
282	282
282	406
310	310
310	407
34	34
369	369
398	398
77	77
11	11
139	139
168	168
197	197
197	79
225	225
254	254
311	311
340	340
37	37
399	399
399	208
399	321
49	49
78	78
110	110
14	14
169	169
198	198
226	226
226	91
255	255
284	284
312	312
341	341
370	370
4	4
5	5
111	111
140	140
140	148
140	180
17	17
199	199
199	200
199	411
227	227
256	256
285	285
313	313
371	371
40	40
50	50
8	8
8	142
8	143
87	87
12	12
149	149
178	178
264	264
293	293
38	38
408	408
59	59
88	88
120	120
15	15
179	179
236	236
265	265
265	414
322	322
351	351
380	380
409	409
409	342
6	6
89	89
150	150
18	18
18	325
237	237
266	266
352	352
41	41
41	154
41	155
60	60
122	122
122	328
151	151
209	209
238	238
238	412
296	296
324	324
353	353
382	382
410	410
410	207
61	61
90	90
123	123
152	152
181	181
21	21
239	239
383	383
62	62
124	124
153	153
182	182
210	210
24	24
269	269
326	326
355	355
63	63
92	92
125	125
183	183
211	211
211	263
240	240
327	327
356	356
385	385
64	64
126	126
184	184
241	241
