1	1
1	330
1056	1056
1087	1087
1118	1118
1118	1633
1118	1119
1118	1634
1118	391
1118	600
1118	1116
1118	1155
1148	1148
1148	1787
1148	890
1148	1788
1148	1152
1148	1441
1148	1223
1148	1444
1148	990
1148	1518
1148	962
1148	903
1148	904
1148	1102
1148	966
1148	996
1148	908
1148	969
1148	1207
1148	909
1148	970
1148	1216
1148	112
1148	1224
1148	900
1148	1003
1148	1208
1148	978
1148	957
1148	898
1148	926
1148	965
1148	905
1148	906
1148	967
1148	907
1148	968
1148	910
1148	971
1148	972
1148	973
1148	974
1148	975
1148	976
1148	977
1148	1146
1183	1183
1248	1248
1248	837
1248	1583
1248	848
1277	1277
1339	1339
1402	1402
1435	1435
1469	1469
1469	1698
1469	1122
1469	1734
1469	1920
1469	1255
1469	1036
1469	1037
1469	1229
1469	1038
1469	730
1469	1230
1469	1231
1469	1929
1469	403
1469	404
1469	405
1469	406
1469	1297
1469	407
1469	408
1469	572
1469	1684
1469	409
1469	1140
1469	911
1469	1141
1469	1687
1469	1142
1469	1143
1469	288
1469	943
1469	824
1506	1506
1570	1570
1570	1049
1664	1664
1664	1747
1727	1727
1727	1729
185	185
185	1825
185	411
205	205
234	234
263	263
263	786
292	292
320	320
320	783
320	1234
320	1529
320	816
389	389
418	418
513	513
620	620
620	483
620	1448
620	159
620	1047
620	1048
620	1838
620	1244
620	1245
620	1246
65	65
68	68
718	718
753	753
753	1243
753	1145
782	782
857	857
919	919
919	713
919	918
948	948
98	98
10	10
1028	1028
1028	1051
1028	131
1028	1052
1057	1057
1057	719
1057	1058
1057	749
1057	1516
1057	311
1088	1088
1184	1184
1249	1249
1279	1279
134	134
134	1823
1374	1374
1374	850
1403	1403
1436	1436
147	147
147	941
1605	1605
1605	1604
1605	1603
1665	1665
1728	1728
186	186
186	1539
186	757
186	1540
186	758
186	759
186	761
186	931
186	1832
206	206
235	235
235	384
264	264
293	293
321	321
321	1896
39	39
419	419
449	449
514	514
514	725
588	588
621	621
1485	1485
158	158
1643	1643
1672	1672
1672	369
1672	1800
1672	1045
1672	1025
1705	1705
1736	1736
1766	1766
1766	773
213	213
242	242
271	271
30	30
30	188
490	490
523	523
561	561
60	60
658	658
698	698
698	436
726	726
726	183
799	799
