1	1
1027	1027
1056	1056
1085	1085
1113	1113
1142	1142
1171	1171
120	120
1229	1229
1258	1258
1287	1287
1315	1315
1344	1344
1401	1401
1430	1430
146	146
1489	1489
1517	1517
1546	1546
1575	1575
1575	2909
1603	1603
1664	1664
1693	1693
1723	1723
1723	2906
1821	1821
1850	1850
1882	1882
1882	1089
1882	2873
1882	2902
1882	1616
1882	2644
1882	2855
1882	1659
1882	2209
1882	1633
1882	2922
1882	1634
1912	1912
1946	1946
1979	1979
2009	2009
2009	2564
2009	2364
2097	2097
2097	846
2125	2125
2154	2154
2154	1944
2186	2186
2214	2214
2249	2249
2278	2278
2308	2308
2308	2310
2308	2566
2308	2141
2308	2420
2308	2150
2308	2305
2337	2337
2337	2627
2337	2628
2337	2630
2337	2506
2337	1863
2337	1069
2337	1740
2337	1776
2337	2861
2369	2369
2369	2390
2369	2392
2369	2367
24	24
2428	2428
2428	2355
2428	2145
2428	2306
2428	2427
2466	2466
250	250
2533	2533
2533	1727
2533	1686
2533	1814
2563	2563
2597	2597
2597	2459
2597	2800
2597	2917
2659	2659
2659	2658
2689	2689
2689	2370
2689	2388
2689	356
2689	2393
2689	2594
2718	2718
2747	2747
278	278
2808	2808
2837	2837
2837	2258
2866	2866
2896	2896
2924	2924
308	308
337	337
366	366
395	395
423	423
452	452
452	2932
452	2290
481	481
51	51
539	539
568	568
597	597
625	625
654	654
683	683
711	711
740	740
77	77
799	799
827	827
856	856
885	885
913	913
942	942
971	971
10	10
1028	1028
1028	2870
1028	1683
1057	1057
1086	1086
1114	1114
1143	1143
1172	1172
1200	1200
123	123
1259	1259
1259	2696
1288	1288
1637	1637
1666	1666
1695	1695
1695	1696
1725	1725
1756	1756
1794	1794
1823	1823
1884	1884
1884	1516
1914	1914
1948	1948
1980	1980
2010	2010
204	204
2069	2069
2099	2099
2127	2127
2127	2189
2156	2156
2156	2157
2156	2159
2156	2130
2156	2132
2156	2378
2156	2347
2156	2199
2156	1653
2156	2149
2156	2302
2188	2188
2188	1949
2188	2631
2188	1656
2250	2250
228	228
231	231
2339	2339
2400	2400
2400	2462
2432	2432
2432	2382
2469	2469
2501	2501
2535	2535
2599	2599
2599	1626
2660	2660
272	272
2749	2749
2781	2781
281	281
2839	2839
2868	2868
2898	2898
2898	1373
2926	2926
2926	2875
2926	2876
2926	896
2926	2880
2926	2881
2926	2612
2926	2643
2926	2884
2926	2614
2926	2615
2926	1655
2926	2205
2926	2887
2926	2774
2926	2803
2926	1631
2926	1632
2926	2336
31	31
339	339
368	368
397	397
425	425
454	454
483	483
511	511
511	2813
540	540
57	57
599	599
627	627
656	656
685	685
713	713
742	742
771	771
80	80
829	829
858	858
887	887
915	915
915	2871
944	944
973	973
1000	1000
103	103
1059	1059
1088	1088
1116	1116
1145	1145
1174	1174
1202	1202
1231	1231
1260	1260
129	129
1318	1318
1347	1347
1376	1376
1404	1404
1433	1433
1462	1462
1491	1491
152	152
1549	1549
1578	1578
1606	1606
1638	1638
1667	1667
1726	1726
1757	1757
1757	2886
1795	1795
1795	811
1885	1885
1885	40
1915	1915
660	660
660	2532
69	69
718	718
747	747
776	776
776	2463
804	804
833	833
862	862
862	2044
862	1988
862	2603
891	891
92	92
949	949
978	978
1005	1005
1034	1034
1063	1063
1092	1092
1120	1120
115	115
1179	1179
1207	1207
1207	1223
1236	1236
1265	1265
1294	1294
1322	1322
1351	1351
1380	1380
1409	1409
1438	1438
1467	1467
1496	1496
1524	1524
1553	1553
1582	1582
1610	1610
1671	1671
170	170
1730	1730
1761	1761
1761	1718
18	18
1829	1829
1858	1858
189	189
1920	1920
1954	1954
2045	2045
2103	2103
2161	2161
2193	2193
2256	2256
2285	2285
2315	2315
2376	2376
2406	2406
2438	2438
2476	2476
2507	2507
2541	2541
2570	2570
2570	2345
2570	2848
2570	2852
2570	2853
2570	2297
2570	2426
2633	2633
2633	1816
2667	2667
2725	2725
2754	2754
2787	2787
2815	2815
2815	2571
2815	2052
2844	2844
2844	2194
2844	2847
2844	2425
2874	2874
2874	2889
2874	2775
2874	1084
315	315
315	2910
344	344
373	373
401	401
430	430
430	2221
46	46
489	489
517	517
546	546
575	575
603	603
632	632
661	661
690	690
719	719
748	748
777	777
805	805
834	834
892	892
892	1672
892	2412
892	2085
95	95
2291	2291
232	232
2410	2410
2449	2449
2449	2653
2480	2480
2546	2546
2576	2576
2608	2608
2700	2700
2700	2701
2700	2703
2700	2770
273	273
2759	2759
2791	2791
282	282
2936	2936
32	32
349	349
378	378
406	406
435	435
464	464
493	493
521	521
550	550
58	58
608	608
637	637
666	666
695	695
723	723
752	752
781	781
81	81
839	839
868	868
897	897
925	925
954	954
983	983
1010	1010
104	104
1098	1098
1126	1126
1155	1155
1184	1184
1212	1212
1241	1241
1270	1270
13	13
1328	1328
1357	1357
1386	1386
1414	1414
1443	1443
1500	1500
153	153
1559	1559
1588	1588
1648	1648
1705	1705
1737	1737
1767	1767
1805	1805
1865	1865
1896	1896
1926	1926
1960	1960
2021	2021
2050	2050
2080	2080
2109	2109
217	217
2227	2227
2261	2261
2292	2292
2320	2320
235	235
2411	2411
245	245
2512	2512
2547	2547
2577	2577
2609	2609
958	958
987	987
1014	1014
1043	1043
1072	1072
1100	1100
113	113
1159	1159
1188	1188
1216	1216
1245	1245
1274	1274
1302	1302
1331	1331
1360	1360
139	139
1418	1418
1447	1447
1476	1476
1504	1504
1533	1533
1562	1562
1591	1591
1709	1709
1809	1809
1869	1869
19	19
193	193
1998	1998
1998	2831
2025	2025
2054	2054
2084	2084
2112	2112
2173	2173
2201	2201
2232	2232
2265	2265
2296	2296
2324	2324
2353	2353
2415	2415
2485	2485
2516	2516
2550	2550
2584	2584
2676	2676
2705	2705
2734	2734
2764	2764
2796	2796
2824	2824
296	296
324	324
353	353
382	382
410	410
44	44
469	469
498	498
526	526
555	555
584	584
612	612
641	641
670	670
7	7
757	757
786	786
814	814
843	843
872	872
900	900
900	2626
900	2841
900	2487
93	93
959	959
988	988
1015	1015
1044	1044
1073	1073
1101	1101
1130	1130
116	116
116	2039
116	2908
1189	1189
1217	1217
1246	1246
2617	2617
2650	2650
2680	2680
271	271
2739	2739
2771	2771
280	280
2829	2829
2858	2858
2888	2888
2916	2916
2916	2247
30	30
329	329
358	358
358	2454
387	387
415	415
444	444
473	473
501	501
530	530
56	56
589	589
617	617
646	646
675	675
703	703
732	732
761	761
790	790
819	819
848	848
877	877
905	905
934	934
963	963
992	992
102	102
1049	1049
1078	1078
1106	1106
1135	1135
1164	1164
1193	1193
1221	1221
1250	1250
128	128
1308	1308
1337	1337
1366	1366
1395	1395
1423	1423
1452	1452
1481	1481
151	151
1539	1539
1539	2895
1568	1568
1597	1597
1628	1628
1657	1657
1843	1843
1874	1874
1905	1905
197	197
2001	2001
2001	1878
206	206
209	209
2118	2118
2179	2179
2207	2207
2238	2238
2270	2270
233	233
2492	2492
2523	2523
2556	2556
259	259
2618	2618
2651	2651
2681	2681
274	274
2772	2772
283	283
2859	2859
1254	1254
1283	1283
1311	1311
1340	1340
137	137
1427	1427
1456	1456
1485	1485
1513	1513
1542	1542
160	160
1660	1660
1660	1661
169	169
1818	1818
1847	1847
1847	2398
1879	1879
1909	1909
1942	1942
1975	1975
2005	2005
2063	2063
2093	2093
2121	2121
2182	2182
2210	2210
2210	2213
2274	2274
2333	2333
2396	2396
2497	2497
253	253
256	256
256	2929
256	1977
2685	2685
2714	2714
2804	2804
2833	2833
304	304
333	333
362	362
391	391
42	42
449	449
478	478
506	506
535	535
564	564
593	593
621	621
650	650
68	68
708	708
737	737
766	766
795	795
823	823
852	852
881	881
881	1754
91	91
939	939
968	968
997	997
1024	1024
1053	1053
1082	1082
1110	1110
114	114
1169	1169
1198	1198
1226	1226
1255	1255
1284	1284
1312	1312
1341	1341
1370	1370
14	14
1428	1428
1457	1457
1486	1486
1514	1514
1543	1543
1981	1981
2011	2011
2011	2029
2011	2241
2040	2040
207	207
21	21
2128	2128
2217	2217
2251	2251
2280	2280
2280	2096
234	234
2371	2371
2401	2401
2433	2433
247	247
2502	2502
2537	2537
26	26
2629	2629
2661	2661
2691	2691
2720	2720
275	275
275	2455
2782	2782
2810	2810
284	284
287	287
2927	2927
310	310
34	34
369	369
398	398
426	426
455	455
484	484
512	512
541	541
570	570
6	6
628	628
657	657
686	686
714	714
743	743
772	772
800	800
83	83
859	859
888	888
916	916
945	945
974	974
1001	1001
1030	1030
106	106
1117	1117
1146	1146
1175	1175
1203	1203
1232	1232
1261	1261
1290	1290
1319	1319
1348	1348
1348	2374
1377	1377
1405	1405
1434	1434
1463	1463
1492	1492
1520	1520
155	155
1579	1579
1607	1607
1607	2655
1639	1639
1668	1668
1668	845
1825	1825
1854	1854
1886	1886
1917	1917
195	195
2012	2012
2041	2041
2070	2070
2070	2071
210	210
2129	2129
2158	2158
2158	2311
2158	1652
219	219
2218	2218
2252	2252
2281	2281
342	342
371	371
429	429
458	458
487	487
515	515
544	544
544	2519
573	573
601	601
630	630
66	66
66	2038
689	689
717	717
746	746
775	775
775	2710
803	803
832	832
861	861
890	890
890	411
919	919
919	1736
919	1867
948	948
977	977
1004	1004
1033	1033
1062	1062
1091	1091
112	112
1149	1149
1178	1178
1206	1206
1235	1235
1264	1264
1293	1293
1321	1321
1350	1350
138	138
1408	1408
1437	1437
1466	1466
1495	1495
1523	1523
1552	1552
1581	1581
161	161
1670	1670
17	17
173	173
1760	1760
1828	1828
1857	1857
1889	1889
192	192
1953	1953
1953	1958
1953	1899
1987	1987
2015	2015
2102	2102
2131	2131
2160	2160
2192	2192
2255	2255
2284	2284
2343	2343
2375	2375
2405	2405
2437	2437
2540	2540
257	257
2602	2602
2602	2043
2632	2632
2632	1927
2632	2453
2632	728
2632	2619
2632	2464
2632	2836
2666	2666
2695	2695
2695	2763
2753	2753
2786	2786
2843	2843
2930	2930
2930	707
314	314
343	343
372	372
400	400
400	1831
43	43
459	459
488	488
516	516
545	545
574	574
602	602
631	631
1296	1296
1324	1324
1324	2215
1324	2913
1324	1752
1353	1353
1382	1382
1382	1622
1410	1410
144	144
1469	1469
1498	1498
1526	1526
1555	1555
1584	1584
1612	1612
1644	1644
1673	1673
1701	1701
1701	2389
1701	2622
1732	1732
1763	1763
1800	1800
1830	1830
1830	1022
1861	1861
1861	1649
1891	1891
1922	1922
1957	1957
1957	2107
199	199
2047	2047
2047	2007
